Date : 2025-10-18 23:57:47
Directory : e:\web_project2\ceyiz_diz
Total : 147 files,  20534 codes, 1886 comments, 2624 blanks, all 25044 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| android\app\src\main\res\values                                                                |          2 |         13 |          9 |          1 |         23 |
| android\app\src\main\res\values-night                                                          |          1 |          9 |          9 |          1 |         19 |
| android\app\src\profile                                                                        |          1 |          3 |          4 |          1 |          8 |
| android\gradle                                                                                 |          1 |          5 |          0 |          1 |          6 |
| android\gradle\wrapper                                                                         |          1 |          5 |          0 |          1 |          6 |
| ios                                                                                            |          8 |        229 |          4 |         13 |        246 |
| ios\Runner                                                                                     |          7 |        222 |          2 |          9 |        233 |
| ios\Runner (Files)                                                                             |          2 |         13 |          0 |          3 |         16 |
| ios\RunnerTests                                                                                |          1 |          7 |          2 |          4 |         13 |
| ios\Runner\Assets.xcassets                                                                     |          3 |        148 |          0 |          4 |        152 |
| ios\Runner\Assets.xcassets\AppIcon.appiconset                                                  |          1 |        122 |          0 |          1 |        123 |
| ios\Runner\Assets.xcassets\LaunchImage.imageset                                                |          2 |         26 |          0 |          3 |         29 |
| ios\Runner\Base.lproj                                                                          |          2 |         61 |          2 |          2 |         65 |
| lib                                                                                            |         81 |     16,975 |      1,598 |      1,969 |     20,542 |
| lib (Files)                                                                                    |          2 |        171 |         10 |         20 |        201 |
| lib\core                                                                                       |         16 |      1,897 |        303 |        335 |      2,535 |
| lib\core\constants                                                                             |          3 |         81 |         23 |         26 |        130 |
| lib\core\errors                                                                                |          1 |         17 |          0 |          7 |         24 |
| lib\core\services                                                                              |          5 |        649 |         85 |        128 |        862 |
| lib\core\theme                                                                                 |          1 |        158 |        105 |         74 |        337 |
| lib\core\themes                                                                                |          3 |        867 |         68 |         73 |      1,008 |
| lib\core\utils                                                                                 |          3 |        125 |         22 |         27 |        174 |
| lib\data                                                                                       |         12 |      1,075 |         59 |        133 |      1,267 |
| lib\data\models                                                                                |          5 |        764 |         46 |         65 |        875 |
| lib\data\repositories                                                                          |          5 |        267 |          7 |         54 |        328 |
| lib\data\services                                                                              |          2 |         44 |          6 |         14 |         64 |
| lib\l10n                                                                                       |          5 |        401 |        330 |        219 |        950 |
| lib\l10n (Files)                                                                               |          2 |          0 |          0 |          2 |          2 |
| lib\l10n\generated                                                                             |          3 |        401 |        330 |        217 |        948 |
| lib\presentation                                                                               |         46 |     13,431 |        896 |      1,262 |     15,589 |
| lib\presentation\providers                                                                     |          6 |      1,798 |        104 |        302 |      2,204 |
| lib\presentation\router                                                                        |          1 |        261 |          7 |         10 |        278 |
| lib\presentation\screens                                                                       |         23 |      8,785 |        605 |        731 |     10,121 |
| lib\presentation\screens\auth                                                                  |          4 |      1,192 |        113 |        138 |      1,443 |
| lib\presentation\screens\home                                                                  |          2 |      1,079 |         91 |         90 |      1,260 |
| lib\presentation\screens\onboarding                                                            |          1 |        212 |          8 |         19 |        239 |
| lib\presentation\screens\product                                                               |          5 |      2,684 |        189 |        192 |      3,065 |
| lib\presentation\screens\settings                                                              |          6 |      2,007 |         73 |        152 |      2,232 |
| lib\presentation\screens\trousseau                                                             |          5 |      1,611 |        131 |        140 |      1,882 |
| lib\presentation\widgets                                                                       |         16 |      2,587 |        180 |        219 |      2,986 |
| lib\presentation\widgets\common                                                                |         15 |      2,439 |        174 |        211 |      2,824 |
| lib\presentation\widgets\dialogs                                                               |          1 |        148 |          6 |          8 |        162 |
| linux                                                                                          |          9 |        343 |         41 |         94 |        478 |
| linux (Files)                                                                                  |          1 |        104 |          0 |         25 |        129 |
| linux\flutter                                                                                  |          4 |        115 |          9 |         27 |        151 |
| linux\runner                                                                                   |          4 |        124 |         32 |         42 |        198 |
| macos                                                                                          |          6 |        469 |          5 |         17 |        491 |
| macos\Flutter                                                                                  |          1 |         28 |          3 |          4 |         35 |
| macos\Runner                                                                                   |          4 |        434 |          0 |          9 |        443 |
| macos\Runner (Files)                                                                           |          2 |         23 |          0 |          7 |         30 |
| macos\RunnerTests                                                                              |          1 |          7 |          2 |          4 |         13 |
| macos\Runner\Assets.xcassets                                                                   |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Assets.xcassets\AppIcon.appiconset                                                |          1 |         68 |          0 |          1 |         69 |
| macos\Runner\Base.lproj                                                                        |          1 |        343 |          0 |          1 |        344 |
| public                                                                                         |          1 |         79 |          6 |          5 |         90 |
| scripts                                                                                        |          2 |        141 |         16 |         33 |        190 |
| test                                                                                           |          1 |         14 |          6 |          3 |         23 |
| web                                                                                            |          3 |         94 |         17 |          8 |        119 |
| windows                                                                                        |         14 |        703 |         94 |        188 |        985 |
| windows (Files)                                                                                |          1 |         89 |          0 |         20 |        109 |
| windows\flutter                                                                                |          4 |        152 |          9 |         29 |        190 |
| windows\runner                                                                                 |          9 |        462 |         85 |        139 |        686 |
+------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                       | language       | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| e:\web_project2\ceyiz_diz\.claude\settings.local.json                                          | JSON           |         18 |          0 |          1 |         19 |
| e:\web_project2\ceyiz_diz\.github\workflows\build-android.yml                                  | YAML           |          0 |          0 |          1 |          1 |
| e:\web_project2\ceyiz_diz\OZET.md                                                              | Markdown       |        994 |          0 |        215 |      1,209 |
| e:\web_project2\ceyiz_diz\README.md                                                            | Markdown       |         50 |          0 |         11 |         61 |
| e:\web_project2\ceyiz_diz\analysis_options.yaml                                                | YAML           |          3 |         22 |          4 |         29 |
| e:\web_project2\ceyiz_diz\android\README-signing.md                                            | Markdown       |         35 |          0 |         16 |         51 |
| e:\web_project2\ceyiz_diz\android\app\src\debug\AndroidManifest.xml                            | XML            |          3 |          4 |          1 |          8 |
| e:\web_project2\ceyiz_diz\android\app\src\main\AndroidManifest.xml                             | XML            |         53 |         14 |          1 |         68 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\drawable-v21\launch_background.xml          | XML            |          4 |          7 |          2 |         13 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\drawable\launch_background.xml              | XML            |          4 |          7 |          2 |         13 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\mipmap-anydpi-v26\ic_launcher.xml           | XML            |          5 |          0 |          1 |          6 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\values-night\styles.xml                     | XML            |          9 |          9 |          1 |         19 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\values\colors.xml                           | XML            |          4 |          0 |          0 |          4 |
| e:\web_project2\ceyiz_diz\android\app\src\main\res\values\styles.xml                           | XML            |          9 |          9 |          1 |         19 |
| e:\web_project2\ceyiz_diz\android\app\src\profile\AndroidManifest.xml                          | XML            |          3 |          4 |          1 |          8 |
| e:\web_project2\ceyiz_diz\android\gradle.properties                                            | Properties     |          3 |          0 |          1 |          4 |
| e:\web_project2\ceyiz_diz\android\gradle\wrapper\gradle-wrapper.properties                     | Properties     |          5 |          0 |          1 |          6 |
| e:\web_project2\ceyiz_diz\build_release.bat                                                    | Batch          |         47 |          0 |          8 |         55 |
| e:\web_project2\ceyiz_diz\firebase.json                                                        | JSON           |         59 |          0 |          1 |         60 |
| e:\web_project2\ceyiz_diz\firestore.indexes.json                                               | JSON           |         45 |          0 |          1 |         46 |
| e:\web_project2\ceyiz_diz\firestore.rules                                                      | Firebase Rules |         85 |         17 |         13 |        115 |
| e:\web_project2\ceyiz_diz\ios\RunnerTests\RunnerTests.swift                                    | Swift          |          7 |          2 |          4 |         13 |
| e:\web_project2\ceyiz_diz\ios\Runner\AppDelegate.swift                                         | Swift          |         12 |          0 |          2 |         14 |
| e:\web_project2\ceyiz_diz\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json          | JSON           |        122 |          0 |          1 |        123 |
| e:\web_project2\ceyiz_diz\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json        | JSON           |         23 |          0 |          1 |         24 |
| e:\web_project2\ceyiz_diz\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md            | Markdown       |          3 |          0 |          2 |          5 |
| e:\web_project2\ceyiz_diz\ios\Runner\Base.lproj\LaunchScreen.storyboard                        | XML            |         36 |          1 |          1 |         38 |
| e:\web_project2\ceyiz_diz\ios\Runner\Base.lproj\Main.storyboard                                | XML            |         25 |          1 |          1 |         27 |
| e:\web_project2\ceyiz_diz\ios\Runner\Runner-Bridging-Header.h                                  | C++            |          1 |          0 |          1 |          2 |
| e:\web_project2\ceyiz_diz\lib\core\constants\app_colors.dart                                   | Dart           |         50 |         14 |         13 |         77 |
| e:\web_project2\ceyiz_diz\lib\core\constants\app_constants.dart                                | Dart           |         12 |          5 |          7 |         24 |
| e:\web_project2\ceyiz_diz\lib\core\constants\app_strings.dart                                  | Dart           |         19 |          4 |          6 |         29 |
| e:\web_project2\ceyiz_diz\lib\core\errors\exceptions.dart                                      | Dart           |         17 |          0 |          7 |         24 |
| e:\web_project2\ceyiz_diz\lib\core\services\excel_export_service.dart                          | Dart           |        366 |         40 |         77 |        483 |
| e:\web_project2\ceyiz_diz\lib\core\services\kac_saat_calculator.dart                           | Dart           |        154 |         15 |         21 |        190 |
| e:\web_project2\ceyiz_diz\lib\core\services\version_service.dart                               | Dart           |        117 |         24 |         26 |        167 |
| e:\web_project2\ceyiz_diz\lib\core\services\version_service_stub.dart                          | Dart           |          3 |          1 |          1 |          5 |
| e:\web_project2\ceyiz_diz\lib\core\services\version_service_web.dart                           | Dart           |          9 |          5 |          3 |         17 |
| e:\web_project2\ceyiz_diz\lib\core\theme\design_tokens.dart                                    | Dart           |        158 |        105 |         74 |        337 |
| e:\web_project2\ceyiz_diz\lib\core\themes\app_theme.dart                                       | Dart           |         29 |          0 |          7 |         36 |
| e:\web_project2\ceyiz_diz\lib\core\themes\design_system.dart                                   | Dart           |        777 |         58 |         53 |        888 |
| e:\web_project2\ceyiz_diz\lib\core\themes\theme_provider.dart                                  | Dart           |         61 |         10 |         13 |         84 |
| e:\web_project2\ceyiz_diz\lib\core\utils\currency_formatter.dart                               | Dart           |         79 |         22 |         16 |        117 |
| e:\web_project2\ceyiz_diz\lib\core\utils\formatters.dart                                       | Dart           |         16 |          0 |          5 |         21 |
| e:\web_project2\ceyiz_diz\lib\core\utils\validators.dart                                       | Dart           |         30 |          0 |          6 |         36 |
| e:\web_project2\ceyiz_diz\lib\data\models\category_model.dart                                  | Dart           |        379 |         44 |         39 |        462 |
| e:\web_project2\ceyiz_diz\lib\data\models\feedback_model.dart                                  | Dart           |         58 |          1 |          7 |         66 |
| e:\web_project2\ceyiz_diz\lib\data\models\product_model.dart                                   | Dart           |        131 |          0 |          6 |        137 |
| e:\web_project2\ceyiz_diz\lib\data\models\trousseau_model.dart                                 | Dart           |        114 |          0 |          7 |        121 |
| e:\web_project2\ceyiz_diz\lib\data\models\user_model.dart                                      | Dart           |         82 |          1 |          6 |         89 |
| e:\web_project2\ceyiz_diz\lib\data\repositories\auth_repository.dart                           | Dart           |         42 |          0 |         11 |         53 |
| e:\web_project2\ceyiz_diz\lib\data\repositories\category_repository.dart                       | Dart           |         88 |          3 |         12 |        103 |
| e:\web_project2\ceyiz_diz\lib\data\repositories\feedback_repository.dart                       | Dart           |         51 |          4 |          9 |         64 |
| e:\web_project2\ceyiz_diz\lib\data\repositories\product_repository.dart                        | Dart           |         45 |          0 |         11 |         56 |
| e:\web_project2\ceyiz_diz\lib\data\repositories\trousseau_repository.dart                      | Dart           |         41 |          0 |         11 |         52 |
| e:\web_project2\ceyiz_diz\lib\data\services\firebase_service.dart                              | Dart           |         13 |          0 |          6 |         19 |
| e:\web_project2\ceyiz_diz\lib\data\services\storage_service.dart                               | Dart           |         31 |          6 |          8 |         45 |
| e:\web_project2\ceyiz_diz\lib\firebase_options.dart                                            | Dart           |         54 |          0 |          3 |         57 |
| e:\web_project2\ceyiz_diz\lib\l10n\app_en.arb                                                  | JSON           |          0 |          0 |          1 |          1 |
| e:\web_project2\ceyiz_diz\lib\l10n\app_tr.arb                                                  | JSON           |          0 |          0 |          1 |          1 |
| e:\web_project2\ceyiz_diz\lib\l10n\generated\app_localizations.dart                            | Dart           |        119 |        324 |         81 |        524 |
| e:\web_project2\ceyiz_diz\lib\l10n\generated\app_localizations_en.dart                         | Dart           |        141 |          3 |         68 |        212 |
| e:\web_project2\ceyiz_diz\lib\l10n\generated\app_localizations_tr.dart                         | Dart           |        141 |          3 |         68 |        212 |
| e:\web_project2\ceyiz_diz\lib\main.dart                                                        | Dart           |        117 |         10 |         17 |        144 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\auth_provider.dart                        | Dart           |        531 |         23 |         82 |        636 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\category_provider.dart                    | Dart           |        117 |         11 |         22 |        150 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\feedback_provider.dart                    | Dart           |         80 |          0 |         11 |         91 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\onboarding_provider.dart                  | Dart           |         30 |          1 |          6 |         37 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\product_provider.dart                     | Dart           |        512 |         35 |         81 |        628 |
| e:\web_project2\ceyiz_diz\lib\presentation\providers\trousseau_provider.dart                   | Dart           |        528 |         34 |        100 |        662 |
| e:\web_project2\ceyiz_diz\lib\presentation\router\app_router.dart                              | Dart           |        261 |          7 |         10 |        278 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\auth\email_verification_screen.dart         | Dart           |        248 |          9 |         35 |        292 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\auth\forgot_password_screen.dart            | Dart           |        180 |          0 |         14 |        194 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\auth\login_screen.dart                      | Dart           |        462 |         55 |         48 |        565 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\auth\register_screen.dart                   | Dart           |        302 |         49 |         41 |        392 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\home\home_screen.dart                       | Dart           |        324 |         31 |         26 |        381 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\home\statistics_screen.dart                 | Dart           |        755 |         60 |         64 |        879 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\onboarding\onboarding_screen.dart           | Dart           |        212 |          8 |         19 |        239 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\product\add_product_screen.dart             | Dart           |        413 |         46 |         42 |        501 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\product\category_management_screen.dart     | Dart           |        309 |          1 |         13 |        323 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\product\edit_product_screen.dart            | Dart           |        603 |         59 |         58 |        720 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\product\product_detail_screen.dart          | Dart           |        742 |         45 |         47 |        834 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\product\product_list_screen.dart            | Dart           |        617 |         38 |         32 |        687 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\change_password_screen.dart        | Dart           |        207 |          4 |         21 |        232 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\feedback_history_screen.dart       | Dart           |        313 |          4 |         17 |        334 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\feedback_screen.dart               | Dart           |        194 |         28 |         22 |        244 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\kac_saat_settings_screen.dart      | Dart           |        470 |         18 |         44 |        532 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\settings_screen.dart               | Dart           |        580 |         12 |         38 |        630 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\settings\theme_settings_screen.dart         | Dart           |        243 |          7 |         10 |        260 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\trousseau\create_trousseau_screen.dart      | Dart           |        178 |         31 |         27 |        236 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\trousseau\edit_trousseau_screen.dart        | Dart           |        340 |         31 |         40 |        411 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\trousseau\share_trousseau_screen.dart       | Dart           |        240 |          0 |         19 |        259 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\trousseau\shared_trousseau_list_screen.dart | Dart           |        135 |         24 |         12 |        171 |
| e:\web_project2\ceyiz_diz\lib\presentation\screens\trousseau\trousseau_detail_screen.dart      | Dart           |        718 |         45 |         42 |        805 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\app_button.dart                      | Dart           |        410 |         47 |         42 |        499 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\app_card.dart                        | Dart           |        593 |         65 |         51 |        709 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\app_input.dart                       | Dart           |        343 |         28 |         36 |        407 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\category_chip.dart                   | Dart           |         97 |          0 |          4 |        101 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\custom_app_bar.dart                  | Dart           |         66 |          0 |          5 |         71 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\custom_dialog.dart                   | Dart           |         86 |          0 |          5 |         91 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\draggable_fab.dart                   | Dart           |         97 |          3 |          9 |        109 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\empty_state_widget.dart              | Dart           |         60 |          0 |          4 |         64 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\filter_pill.dart                     | Dart           |        102 |          5 |          7 |        114 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\fullscreen_image_viewer.dart         | Dart           |        163 |         12 |         15 |        190 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\icon_color_picker.dart               | Dart           |        135 |          1 |         10 |        146 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\image_picker_widget.dart             | Dart           |        181 |          0 |         10 |        191 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\loading_overlay.dart                 | Dart           |         47 |          0 |          4 |         51 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\responsive_container.dart            | Dart           |         33 |          6 |          5 |         44 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\common\web_frame.dart                       | Dart           |         26 |          7 |          4 |         37 |
| e:\web_project2\ceyiz_diz\lib\presentation\widgets\dialogs\update_available_dialog.dart        | Dart           |        148 |          6 |          8 |        162 |
| e:\web_project2\ceyiz_diz\linux\CMakeLists.txt                                                 | CMake          |        104 |          0 |         25 |        129 |
| e:\web_project2\ceyiz_diz\linux\flutter\CMakeLists.txt                                         | CMake          |         79 |          0 |         10 |         89 |
| e:\web_project2\ceyiz_diz\linux\flutter\generated_plugin_registrant.cc                         | C++            |         11 |          4 |          5 |         20 |
| e:\web_project2\ceyiz_diz\linux\flutter\generated_plugin_registrant.h                          | C++            |          5 |          5 |          6 |         16 |
| e:\web_project2\ceyiz_diz\linux\flutter\generated_plugins.cmake                                | CMake          |         20 |          0 |          6 |         26 |
| e:\web_project2\ceyiz_diz\linux\runner\CMakeLists.txt                                          | CMake          |         21 |          0 |          6 |         27 |
| e:\web_project2\ceyiz_diz\linux\runner\main.cc                                                 | C++            |          5 |          0 |          2 |          7 |
| e:\web_project2\ceyiz_diz\linux\runner\my_application.cc                                       | C++            |         91 |         25 |         29 |        145 |
| e:\web_project2\ceyiz_diz\linux\runner\my_application.h                                        | C++            |          7 |          7 |          5 |         19 |
| e:\web_project2\ceyiz_diz\macos\Flutter\GeneratedPluginRegistrant.swift                        | Swift          |         28 |          3 |          4 |         35 |
| e:\web_project2\ceyiz_diz\macos\RunnerTests\RunnerTests.swift                                  | Swift          |          7 |          2 |          4 |         13 |
| e:\web_project2\ceyiz_diz\macos\Runner\AppDelegate.swift                                       | Swift          |         11 |          0 |          3 |         14 |
| e:\web_project2\ceyiz_diz\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json        | JSON           |         68 |          0 |          1 |         69 |
| e:\web_project2\ceyiz_diz\macos\Runner\Base.lproj\MainMenu.xib                                 | XML            |        343 |          0 |          1 |        344 |
| e:\web_project2\ceyiz_diz\macos\Runner\MainFlutterWindow.swift                                 | Swift          |         12 |          0 |          4 |         16 |
| e:\web_project2\ceyiz_diz\public\index.html                                                    | HTML           |         79 |          6 |          5 |         90 |
| e:\web_project2\ceyiz_diz\pubspec.yaml                                                         | YAML           |         49 |          6 |         11 |         66 |
| e:\web_project2\ceyiz_diz\scripts\setup_version_config.bat                                     | Batch          |         61 |          5 |         12 |         78 |
| e:\web_project2\ceyiz_diz\scripts\setup_version_config.sh                                      | Shell Script   |         80 |         11 |         21 |        112 |
| e:\web_project2\ceyiz_diz\test\widget_test.dart                                                | Dart           |         14 |          6 |          3 |         23 |
| e:\web_project2\ceyiz_diz\web\index.html                                                       | HTML           |         23 |         17 |          6 |         46 |
| e:\web_project2\ceyiz_diz\web\manifest.json                                                    | JSON           |         35 |          0 |          1 |         36 |
| e:\web_project2\ceyiz_diz\web\manifest.webmanifest                                             | JSON           |         36 |          0 |          1 |         37 |
| e:\web_project2\ceyiz_diz\windows\CMakeLists.txt                                               | CMake          |         89 |          0 |         20 |        109 |
| e:\web_project2\ceyiz_diz\windows\flutter\CMakeLists.txt                                       | CMake          |         98 |          0 |         12 |        110 |
| e:\web_project2\ceyiz_diz\windows\flutter\generated_plugin_registrant.cc                       | C++            |         24 |          4 |          5 |         33 |
| e:\web_project2\ceyiz_diz\windows\flutter\generated_plugin_registrant.h                        | C++            |          5 |          5 |          6 |         16 |
| e:\web_project2\ceyiz_diz\windows\flutter\generated_plugins.cmake                              | CMake          |         25 |          0 |          6 |         31 |
| e:\web_project2\ceyiz_diz\windows\runner\CMakeLists.txt                                        | CMake          |         34 |          0 |          7 |         41 |
| e:\web_project2\ceyiz_diz\windows\runner\flutter_window.cpp                                    | C++            |         49 |          7 |         16 |         72 |
| e:\web_project2\ceyiz_diz\windows\runner\flutter_window.h                                      | C++            |         20 |          5 |          9 |         34 |
| e:\web_project2\ceyiz_diz\windows\runner\main.cpp                                              | C++            |         30 |          4 |         10 |         44 |
| e:\web_project2\ceyiz_diz\windows\runner\resource.h                                            | C++            |          9 |          6 |          2 |         17 |
| e:\web_project2\ceyiz_diz\windows\runner\utils.cpp                                             | C++            |         54 |          2 |         10 |         66 |
| e:\web_project2\ceyiz_diz\windows\runner\utils.h                                               | C++            |          8 |          6 |          6 |         20 |
| e:\web_project2\ceyiz_diz\windows\runner\win32_window.cpp                                      | C++            |        210 |         24 |         55 |        289 |
| e:\web_project2\ceyiz_diz\windows\runner\win32_window.h                                        | C++            |         48 |         31 |         24 |        103 |
| Total                                                                                          |                |     20,534 |      1,886 |      2,624 |     25,044 |
+------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
